Date,Open,High,Low,Close,Returns
06/07/2017 07:00:00,5744.969,5746.97,5738.969,5741.969,0.000696694
06/07/2017 08:00:00,5740.97,5744.97,5740.369,5740.969,-0.000174171
06/07/2017 09:00:00,5740.969,5740.969,5729.97,5730.969,-0.001743385
06/07/2017 10:00:00,5730.97,5732.97,5725.969,5732.97,0.000349095
06/07/2017 11:00:00,5733.369,5733.97,5724.969,5724.969,-0.001396586
06/07/2017 12:00:00,5725.37,5731.97,5725.37,5730.969,0.001047492
06/07/2017 13:00:00,5731.37,5732.97,5721.969,5723.969,-0.00122218
06/07/2017 14:00:00,5722.969,5729.97,5718.969,5728.969,0.000873138
06/07/2017 15:00:00,5729.369,5740.97,5729.369,5739.469,0.001831113
06/07/2017 16:00:00,5739.969,5740.97,5728.969,5733.969,-0.000958736
06/07/2017 17:00:00,5733.969,5742.969,5732.969,5733.969,0
06/07/2017 18:00:00,5733.97,5733.97,5726.47,5731.97,-0.000348685
06/07/2017 19:00:00,5731.969,5732.97,5720.969,5725.969,-0.001047483
06/07/2017 22:00:00,5725.969,5725.969,5725.969,5725.969,0
06/07/2017 23:00:00,5725.969,5725.969,5725.969,5725.969,0
07/07/2017 00:00:00,5707.97,5711.969,5677.97,5685.97,-0.007010056
07/07/2017 01:00:00,5686.969,5688.97,5671.969,5675.969,-0.001760439
07/07/2017 02:00:00,5675.97,5694.969,5674.969,5690.969,0.002639235
07/07/2017 03:00:00,5691.069,5698.07,5683.969,5695.97,0.000878375
07/07/2017 04:00:00,5696.07,5714.969,5691.969,5707.97,0.002104537
07/07/2017 05:00:00,5708.07,5709.97,5699.969,5701.97,-0.001051715
07/07/2017 06:00:00,5700.969,5701.97,5689.969,5693.969,-0.001404185
07/07/2017 07:00:00,5697.969,5702.97,5695.969,5698.969,0.000877737
07/07/2017 08:00:00,5697.969,5700.969,5691.97,5692.97,-0.001053201
07/07/2017 09:00:00,5691.969,5696.97,5690.969,5691.569,-0.000246123
07/07/2017 10:00:00,5691.97,5693.97,5688.969,5689.969,-0.000281157
07/07/2017 11:00:00,5688.969,5689.97,5686.269,5686.27,-0.000650303
07/07/2017 12:00:00,5686.27,5702.27,5684.97,5695.969,0.001704235
07/07/2017 13:00:00,5695.969,5699.97,5689.969,5697.97,0.000351239
07/07/2017 14:00:00,5698.47,5698.97,5688.969,5691.97,-0.001053561
07/07/2017 15:00:00,5692.47,5705.97,5689.969,5705.469,0.002368779
07/07/2017 16:00:00,5705.97,5711.97,5705.969,5710.969,0.000963523
07/07/2017 17:00:00,5710.97,5713.97,5709.47,5712.469,0.000262618
07/07/2017 18:00:00,5713.47,5714.969,5709.97,5709.97,-0.00043756
07/07/2017 19:00:00,5709.97,5717.97,5708.47,5712.569,0.000455065
09/07/2017 22:00:00,5712.97,5712.97,5712.97,5712.97,7.02E-05
09/07/2017 23:00:00,5712.97,5712.97,5712.97,5712.97,0
10/07/2017 00:00:00,5721.969,5738.569,5719.969,5737.969,0.004366286
10/07/2017 01:00:00,5737.969,5747.97,5736.57,5745.97,0.001393425
10/07/2017 02:00:00,5746.57,5746.97,5736.969,5740.969,-0.000870728
10/07/2017 03:00:00,5740.97,5741.97,5733.569,5733.969,-0.00122005
10/07/2017 04:00:00,5734.57,5735.97,5718.569,5725.969,-0.001396168
10/07/2017 05:00:00,5724.969,5729.97,5721.969,5725.969,0
10/07/2017 06:00:00,5725.969,5731.97,5721.969,5724.97,-0.000174484
10/07/2017 07:00:00,5726.969,5727.969,5720.57,5725.969,0.000174484
10/07/2017 08:00:00,5726.57,5726.97,5719.969,5723.969,-0.000349347
10/07/2017 09:00:00,5722.97,5723.97,5717.969,5718.969,-0.000873901
10/07/2017 10:00:00,5719.57,5720.57,5715.969,5716.569,-0.000419744
10/07/2017 11:00:00,5716.969,5716.97,5712.97,5714.969,-0.000279927
10/07/2017 12:00:00,5713.97,5714.97,5710.57,5710.969,-0.000700161
10/07/2017 13:00:00,5709.969,5714.969,5704.969,5706.569,-0.000770744
10/07/2017 14:00:00,5706.97,5720.97,5706.57,5718.97,0.002170752
10/07/2017 15:00:00,5719.57,5722.97,5716.569,5722.97,0.000699182
10/07/2017 16:00:00,5723.569,5728.969,5722.569,5728.969,0.001047683
10/07/2017 17:00:00,5728.969,5731.97,5727.969,5731.57,0.000453905
10/07/2017 18:00:00,5731.569,5732.969,5729.57,5729.969,-0.000279369
10/07/2017 19:00:00,5729.969,5734.969,5728.969,5731.969,0.000348981
10/07/2017 22:00:00,5731.969,5731.969,5731.969,5731.969,0
10/07/2017 23:00:00,5731.969,5731.969,5731.969,5731.969,0
11/07/2017 00:00:00,5731.569,5731.569,5697.969,5725.969,-0.001047309
11/07/2017 01:00:00,5725.969,5744.97,5723.57,5726.97,0.000174802
11/07/2017 02:00:00,5727.569,5738.97,5724.969,5725.57,-0.000244487
11/07/2017 03:00:00,5726.969,5733.97,5712.969,5713.97,-0.002028054
11/07/2017 04:00:00,5713.969,5723.97,5711.969,5719.97,0.001049507
11/07/2017 05:00:00,5718.969,5729.969,5717.969,5725.97,0.001048407
11/07/2017 06:00:00,5724.969,5728.969,5722.97,5722.97,-0.000524066
11/07/2017 07:00:00,5722.569,5726.97,5716.969,5717.969,-0.000874229
11/07/2017 08:00:00,5717.97,5717.97,5712.969,5713.97,-0.000699619
11/07/2017 09:00:00,5713.569,5716.97,5710.969,5711.97,-0.000350081
11/07/2017 10:00:00,5712.569,5713.97,5709.969,5711.969,-1.75E-07
11/07/2017 11:00:00,5710.97,5711.97,5707.569,5707.969,-0.000700529
11/07/2017 12:00:00,5706.97,5709.97,5706.97,5708.97,0.000175353
11/07/2017 13:00:00,5707.969,5711.97,5704.57,5711.97,0.000525351
11/07/2017 14:00:00,5712.57,5717.97,5710.57,5716.569,0.000804827
11/07/2017 15:00:00,5715.969,5715.97,5696.47,5708.47,-0.001417763
11/07/2017 16:00:00,5709.47,5711.97,5704.969,5708.97,8.76E-05
11/07/2017 17:00:00,5709.469,5716.97,5706.469,5716.469,0.001312685
11/07/2017 18:00:00,5717.469,5719.469,5714.47,5717.97,0.00026254
11/07/2017 19:00:00,5718.47,5726.47,5716.97,5722.97,0.000874054
11/07/2017 22:00:00,5722.97,5722.97,5722.97,5722.97,0
11/07/2017 23:00:00,5722.97,5722.97,5722.97,5722.97,0
12/07/2017 00:00:00,5719.47,5721.969,5685.969,5686.469,-0.006398408
12/07/2017 01:00:00,5685.97,5685.97,5668.969,5680.269,-0.001090902
12/07/2017 02:00:00,5680.27,5690.97,5676.27,5686.269,0.001055731
12/07/2017 03:00:00,5687.269,5687.269,5677.97,5679.27,-0.001231618
12/07/2017 04:00:00,5680.269,5681.969,5662.269,5663.269,-0.002821416
12/07/2017 05:00:00,5663.27,5677.27,5660.969,5668.27,0.000882669
12/07/2017 06:00:00,5667.969,5674.27,5656.97,5666.969,-0.00022955
12/07/2017 07:00:00,5671.269,5682.27,5671.269,5679.269,0.00216812
12/07/2017 08:00:00,5679.97,5681.27,5677.269,5680.269,0.000176063
12/07/2017 09:00:00,5680.269,5685.27,5679.969,5683.269,0.000528005
12/07/2017 10:00:00,5682.97,5686.27,5682.97,5686.27,0.000527902
12/07/2017 11:00:00,5685.3,5685.3,5680,5680,-0.001103264
12/07/2017 12:00:00,5678.969,5693.27,5678.969,5693.27,0.002333543
12/07/2017 13:00:00,5693.27,5703.169,5690.97,5700.169,0.001211048
12/07/2017 14:00:00,5701.17,5705.17,5688.169,5689.17,-0.001931456
12/07/2017 15:00:00,5688.969,5693.17,5687.169,5692.169,0.000527003
12/07/2017 16:00:00,5691.97,5699.17,5688.169,5699.169,0.001229004
12/07/2017 17:00:00,5699.169,5702.97,5698.169,5702.17,0.000526429
12/07/2017 18:00:00,5702.169,5703.17,5699.169,5699.17,-0.000526254
12/07/2017 19:00:00,5700.17,5705.17,5699.169,5703.169,0.000701435
12/07/2017 22:00:00,5702.17,5702.17,5702.17,5702.17,-0.000175181
12/07/2017 23:00:00,5702.17,5702.17,5702.17,5702.17,0
13/07/2017 00:00:00,5724.969,5727.969,5704.969,5710.969,0.001541907
13/07/2017 01:00:00,5708.97,5720.97,5707.969,5715.97,0.0008753
13/07/2017 02:00:00,5715.97,5732.97,5715.97,5727.969,0.002097006
13/07/2017 03:00:00,5726.97,5732.97,5726.97,5729.969,0.000349103
13/07/2017 04:00:00,5730.169,5737.97,5729.969,5733.169,0.000558311
13/07/2017 05:00:00,5734.969,5740.969,5730.969,5735.969,0.000488267
13/07/2017 06:00:00,5735.97,5742.97,5728.969,5735.969,0
13/07/2017 07:00:00,5745.969,5745.969,5737.969,5742.17,0.001080489
13/07/2017 08:00:00,5741.969,5741.97,5736.969,5741.97,-3.48E-05
13/07/2017 09:00:00,5740.97,5745.969,5737.969,5738.97,-0.000522605
13/07/2017 10:00:00,5737.969,5738.969,5727.969,5727.97,-0.00191856
13/07/2017 11:00:00,5728.169,5728.969,5722.17,5723.17,-0.000838345
13/07/2017 12:00:00,5724.169,5726.97,5723.17,5725.969,0.000488945
13/07/2017 13:00:00,5724.97,5730.97,5723.969,5730.97,0.000873008
13/07/2017 14:00:00,5729.97,5731.97,5724.969,5730.969,-1.74E-07
13/07/2017 15:00:00,5730.969,5734.97,5729.969,5733.969,0.000523335
13/07/2017 16:00:00,5732.97,5737.97,5731.169,5736.969,0.000523061
13/07/2017 17:00:00,5737.17,5737.969,5732.969,5736.969,0
13/07/2017 18:00:00,5735.17,5736.969,5732.17,5735.969,-0.000174323
13/07/2017 19:00:00,5736.17,5736.969,5729.969,5730.17,-0.0010115
13/07/2017 22:00:00,5729.97,5729.97,5729.97,5729.97,-3.49E-05
13/07/2017 23:00:00,5729.97,5729.97,5729.97,5729.97,0
14/07/2017 00:00:00,5747.97,5774.969,5746.17,5773.969,0.007649417
14/07/2017 01:00:00,5772.97,5779.97,5762.169,5768.97,-0.000866157
14/07/2017 02:00:00,5768.17,5772.97,5760.969,5769.67,0.000121331
14/07/2017 03:00:00,5768.97,5775.969,5762.969,5763.97,-0.000988413
14/07/2017 04:00:00,5764.67,5764.969,5748.969,5758.97,-0.000867834
14/07/2017 05:00:00,5757.97,5762.97,5743.969,5746.969,-0.002086054
14/07/2017 06:00:00,5747.67,5757.97,5738.969,5738.97,-0.001392834
14/07/2017 07:00:00,5738.669,5741.97,5730.969,5731.969,-0.00122065
14/07/2017 08:00:00,5730.97,5731.97,5727.969,5729.669,-0.000401339
14/07/2017 09:00:00,5728.97,5731.67,5727.969,5729.67,1.75E-07
14/07/2017 10:00:00,5728.97,5733.97,5727.67,5733.97,0.000750198
14/07/2017 11:00:00,5733.97,5736.67,5732.67,5735.969,0.000348563
14/07/2017 12:00:00,5736.67,5737.97,5731.969,5737.97,0.00034879
14/07/2017 13:00:00,5737.97,5741.969,5728.969,5736.97,-0.000174293
14/07/2017 14:00:00,5736.969,5737.97,5732.97,5736.969,-1.74E-07
14/07/2017 15:00:00,5735.97,5740.969,5733.969,5739.97,0.000522962
14/07/2017 16:00:00,5738.969,5748.97,5737.97,5747.969,0.001392591
14/07/2017 17:00:00,5746.97,5751.97,5746.97,5751.669,0.000643499
14/07/2017 18:00:00,5752.67,5754.97,5750.969,5751.969,5.22E-05
14/07/2017 19:00:00,5751.97,5760.97,5750.969,5751.969,0
16/07/2017 22:00:00,5751.969,5751.969,5751.969,5751.969,0
16/07/2017 23:00:00,5751.969,5751.969,5751.969,5751.969,0
17/07/2017 00:00:00,5740.97,5765.969,5734.469,5753.97,0.00034782
17/07/2017 01:00:00,5753.97,5757.97,5729.969,5743.669,-0.001791847
17/07/2017 02:00:00,5744.67,5760.97,5744.67,5760.97,0.003007659
17/07/2017 03:00:00,5760.969,5771.97,5759.969,5767.969,0.001214162
17/07/2017 04:00:00,5766.97,5766.97,5746.969,5746.969,-0.00364744
17/07/2017 05:00:00,5747.669,5760.97,5745.969,5757.969,0.001912223
17/07/2017 06:00:00,5757.969,5758.97,5745.969,5746.97,-0.001912049
17/07/2017 07:00:00,5741.97,5755.97,5741.97,5755.97,0.001564818
17/07/2017 08:00:00,5754.969,5755.97,5751.969,5751.969,-0.000695346
17/07/2017 09:00:00,5750.969,5751.97,5746.969,5748.97,-0.000521523
17/07/2017 10:00:00,5748.97,5754.669,5747.969,5750.969,0.000347654
17/07/2017 11:00:00,5751.969,5753.969,5747.969,5747.97,-0.000521613
17/07/2017 12:00:00,5748.67,5750.969,5737.969,5737.97,-0.00174126
17/07/2017 13:00:00,5738.67,5752.969,5737.67,5749.97,0.002089148
17/07/2017 14:00:00,5748.969,5752.97,5740.669,5749.97,0
17/07/2017 15:00:00,5748.97,5750.97,5744.669,5745.97,-0.000695898
17/07/2017 16:00:00,5744.969,5752.97,5744.969,5752.969,0.00121733
17/07/2017 17:00:00,5753.669,5754.97,5748.969,5748.969,-0.000695535
17/07/2017 18:00:00,5748.969,5748.97,5745.669,5746.969,-0.000347949
17/07/2017 19:00:00,5745.97,5748.969,5742.969,5744.67,-0.000400117
17/07/2017 22:00:00,5744.67,5744.67,5744.67,5744.67,0
17/07/2017 23:00:00,5744.67,5744.67,5744.67,5744.67,0
18/07/2017 00:00:00,5750.67,5758.969,5700.969,5703.97,-0.007110045
18/07/2017 01:00:00,5703.97,5709.97,5690.97,5691.97,-0.002106014
18/07/2017 02:00:00,5691.97,5692.97,5670.969,5672.97,-0.00334362
18/07/2017 03:00:00,5671.97,5687.969,5670.969,5685.669,0.002236008
18/07/2017 04:00:00,5684.969,5688.969,5673.969,5688.969,0.000580238
18/07/2017 05:00:00,5687.969,5695.969,5673.969,5679.97,-0.001583086
18/07/2017 06:00:00,5679.969,5685.969,5675.77,5678.97,-0.000176073
18/07/2017 07:00:00,5679.869,5680.87,5675.47,5677.669,-0.000229117
18/07/2017 08:00:00,5677.969,5686.97,5676.969,5684.97,0.001285089
18/07/2017 09:00:00,5685.669,5686.969,5679.969,5681.969,-0.000528023
18/07/2017 10:00:00,5682.97,5683.97,5678.969,5679.97,-0.000351877
18/07/2017 11:00:00,5680.97,5684.97,5669.969,5670.97,-0.001585772
18/07/2017 12:00:00,5669.97,5671.97,5656.269,5656.969,-0.002471943
18/07/2017 13:00:00,5656.969,5659.97,5651.969,5657.169,3.54E-05
18/07/2017 14:00:00,5657.97,5663.97,5652.969,5663.97,0.001201469
18/07/2017 15:00:00,5663.969,5670.97,5661.97,5669.169,0.000917486
18/07/2017 16:00:00,5668.969,5670.969,5665.969,5666.97,-0.000387963
18/07/2017 17:00:00,5665.969,5667.97,5663.969,5665.969,-0.000176653
18/07/2017 18:00:00,5664.969,5666.97,5662.969,5665.969,0
18/07/2017 19:00:00,5664.97,5677.97,5663.969,5677.97,0.002115844
18/07/2017 22:00:00,5677.97,5677.97,5677.97,5677.97,0
18/07/2017 23:00:00,5677.97,5677.97,5677.97,5677.97,0
19/07/2017 00:00:00,5735.97,5742.97,5693.97,5694.969,0.002989379
19/07/2017 01:00:00,5694.97,5724.269,5694.969,5723.27,0.004957167
19/07/2017 02:00:00,5722.969,5725.97,5710.969,5713.969,-0.001626442
19/07/2017 03:00:00,5714.969,5722.97,5714.969,5721.969,0.001399098
19/07/2017 04:00:00,5720.97,5730.57,5713.969,5727.569,0.000978205
19/07/2017 05:00:00,5728.57,5734.57,5725.569,5729.57,0.000349302
19/07/2017 06:00:00,5728.97,5729.57,5714.97,5714.97,-0.002551436
19/07/2017 07:00:00,5714.57,5721.57,5713.569,5720.57,0.000979403
19/07/2017 08:00:00,5721.569,5721.57,5713.57,5719.57,-0.000174823
19/07/2017 09:00:00,5720.569,5721.57,5718.57,5720.57,0.000174823
19/07/2017 10:00:00,5719.97,5721.07,5718.069,5719.069,-0.000262421
19/07/2017 11:00:00,5718.969,5723.07,5718.069,5720.97,0.000332342
19/07/2017 12:00:00,5720.07,5725.07,5718.97,5722.069,0.000192082
19/07/2017 13:00:00,5722.069,5725.07,5718.069,5725.069,0.000524148
19/07/2017 14:00:00,5726.07,5731.07,5723.069,5730.969,0.001030025
19/07/2017 15:00:00,5730.97,5734.97,5729.969,5731.97,0.00017465
19/07/2017 16:00:00,5732.069,5736.97,5732.069,5735.069,0.000540506
19/07/2017 17:00:00,5734.969,5736.97,5732.07,5735.97,0.000157091
19/07/2017 18:00:00,5734.97,5737.97,5734.969,5736.97,0.000174323
19/07/2017 19:00:00,5736.969,5742.07,5733.969,5738.969,0.000348381
19/07/2017 22:00:00,5738.97,5738.97,5738.97,5738.97,1.74E-07
19/07/2017 23:00:00,5738.97,5738.97,5738.97,5738.97,0
20/07/2017 00:00:00,5757.069,5768.069,5746.969,5754.27,0.002662436
20/07/2017 01:00:00,5753.97,5757.969,5743.969,5755.969,0.000295215
20/07/2017 02:00:00,5755.969,5763.97,5753.969,5762.969,0.00121539
20/07/2017 03:00:00,5762.969,5763.97,5754.969,5756.97,-0.001041499
20/07/2017 04:00:00,5757.97,5759.97,5752.969,5756.97,0
20/07/2017 05:00:00,5756.969,5759.97,5753.67,5753.969,-0.000521417
20/07/2017 06:00:00,5753.97,5756.97,5743.97,5743.97,-0.001739269
20/07/2017 07:00:00,5750.969,5755.97,5747.969,5755.969,0.002086794
20/07/2017 08:00:00,5755.97,5758.97,5753.669,5756.97,0.000173891
20/07/2017 09:00:00,5755.97,5757.97,5754.969,5756.97,0
20/07/2017 10:00:00,5756.969,5759.97,5754.669,5755.97,-0.000173718
20/07/2017 11:00:00,5754.969,5755.97,5751.669,5754.969,-0.000173922
20/07/2017 12:00:00,5754.969,5762.17,5753.169,5753.17,-0.000312648
20/07/2017 13:00:00,5753.17,5757.17,5750.169,5753.169,-1.74E-07
20/07/2017 14:00:00,5753.169,5755.169,5737.169,5748.17,-0.00086929
20/07/2017 15:00:00,5748.17,5751.17,5736.669,5740.97,-0.001253358
20/07/2017 16:00:00,5739.97,5746.97,5739.969,5745.969,0.00087038
20/07/2017 17:00:00,5745.969,5751.97,5743.97,5751.97,0.001043839
20/07/2017 18:00:00,5750.969,5753.97,5745.169,5748.969,-0.00052187
20/07/2017 19:00:00,5748.97,5749.97,5741.169,5743.97,-0.000869925
20/07/2017 22:00:00,5743.97,5743.97,5743.97,5743.97,0
20/07/2017 23:00:00,5743.97,5743.97,5743.97,5743.97,0
21/07/2017 00:00:00,5722.969,5725.97,5701.969,5723.97,-0.003487988
21/07/2017 01:00:00,5723.97,5724.969,5715.969,5722.97,-0.000174719
21/07/2017 02:00:00,5721.969,5726.97,5702.969,5726.969,0.000698519
21/07/2017 03:00:00,5727.369,5752.97,5727.369,5743.969,0.002964014
21/07/2017 04:00:00,5744.369,5747.969,5724.969,5724.969,-0.0033133
21/07/2017 05:00:00,5725.369,5726.97,5714.969,5719.969,-0.000873749
21/07/2017 06:00:00,5718.969,5719.97,5709.969,5709.969,-0.001749791
21/07/2017 07:00:00,5713.969,5725.97,5713.969,5723.97,0.002449026
21/07/2017 08:00:00,5724.369,5728.969,5722.37,5727.97,0.000698572
21/07/2017 09:00:00,5726.97,5728.37,5721.969,5723.97,-0.000698572
21/07/2017 10:00:00,5724.369,5725.37,5713.969,5715.969,-0.001398784
21/07/2017 11:00:00,5715.369,5715.97,5711.969,5712.97,-0.000524808
21/07/2017 12:00:00,5712.969,5717.97,5704.369,5705.37,-0.001331192
21/07/2017 13:00:00,5706.37,5706.969,5697.37,5697.97,-0.001297866
21/07/2017 14:00:00,5698.37,5701.97,5693.37,5694.369,-0.000632179
21/07/2017 15:00:00,5693.969,5698.97,5693.969,5697.97,0.000632179
21/07/2017 16:00:00,5698.369,5699.97,5695.969,5698.97,0.000175486
21/07/2017 17:00:00,5697.969,5706.369,5697.969,5699.97,0.000175455
21/07/2017 18:00:00,5699.369,5699.969,5695.969,5697.37,-0.000456247
21/07/2017 19:00:00,5696.97,5697.97,5693.969,5695.369,-0.000351276
23/07/2017 22:00:00,5695.369,5695.369,5695.369,5695.369,0
23/07/2017 23:00:00,5695.369,5695.369,5695.369,5695.369,0
24/07/2017 00:00:00,5687.969,5687.969,5660.47,5665.97,-0.005175282
24/07/2017 01:00:00,5665.97,5666.97,5655.97,5657.269,-0.00153684
24/07/2017 02:00:00,5657.269,5664.27,5654.969,5654.97,-0.000406462
24/07/2017 03:00:00,5653.97,5674.97,5645.969,5674.97,0.003530472
24/07/2017 04:00:00,5674.97,5682.97,5666.969,5669.969,-0.000881627
24/07/2017 05:00:00,5669.97,5680.97,5667.969,5673.97,0.000705399
24/07/2017 06:00:00,5672.969,5683.97,5670.17,5671.97,-0.000352549
24/07/2017 07:00:00,5674.97,5678.97,5669.169,5671.97,0
24/07/2017 08:00:00,5671.97,5673.97,5663.169,5664.97,-0.001234901
24/07/2017 09:00:00,5663.969,5667.97,5662.17,5666.969,0.000352808
24/07/2017 10:00:00,5667.97,5670.97,5665.169,5670.97,0.000705772
24/07/2017 11:00:00,5671.97,5673.97,5668.169,5672.97,0.000352611
24/07/2017 12:00:00,5672.969,5676.969,5669.169,5670.969,-0.000352788
24/07/2017 13:00:00,5670.969,5683.97,5666.17,5682.97,0.002113981
24/07/2017 14:00:00,5682.97,5683.97,5678.17,5683.97,0.000175949
24/07/2017 15:00:00,5682.969,5684.97,5676.969,5683.969,-1.76E-07
24/07/2017 16:00:00,5682.97,5683.97,5680.969,5683.97,1.76E-07
24/07/2017 17:00:00,5684.969,5687.97,5683.969,5686.97,0.000527661
24/07/2017 18:00:00,5686.97,5691.97,5686.97,5690.97,0.000703115
24/07/2017 19:00:00,5690.97,5700.97,5690.969,5696.97,0.001053746
24/07/2017 22:00:00,5697.969,5697.969,5697.969,5697.969,0.000175341
24/07/2017 23:00:00,5697.969,5697.969,5697.969,5697.969,0
25/07/2017 00:00:00,5693.969,5720.97,5691.969,5716.969,0.003328974
25/07/2017 01:00:00,5717.469,5723.97,5716.969,5721.97,0.000874382
25/07/2017 02:00:00,5721.97,5731.969,5721.969,5729.969,0.001396969
25/07/2017 03:00:00,5728.969,5736.97,5726.969,5733.97,0.000698015
